Fecha de registro;numero_radicado;nit_proveedor;nombre_proveedor;moneda;fecha_factura;numero_factura;pedido;valor_total $;estado_factura;categoria;tipo_factura;responsable
10/05/2022;NT0006;NIT0000000063;Procter & Gamble;COP;19/07/2023;FAC-6;PED-4413;21600000,00;Pagada;Alimentación;Electronica;Responsable 6
5/06/2023;NT0006;NIT0000000064;Securitas;COP;14/10/2022;FAC-6;PED-4414;8700000,00;Pagada;Servicios Públicos;Electronica;Responsable 6
19/04/2023;NT0006;NIT0000000065;Crepes & Waffles;COP;24/04/2024;FAC-6;PED-4415;7500000,00;Pagada;Consultoría;Electronica;Responsable 6
14/10/2025;NT0006;NIT0000000066;SAP;COP;10/06/2024;FAC-6;PED-4416;120000000,00;Pagada;Tecnologia;Electronica;Responsable 6
17/09/2023;NT0006;NIT0000000067;Mitie;COP;6/09/2023;FAC-6;PED-4417;7500000,00;Pagada;Servicios Públicos;Electronica;Responsable 6
11/01/2023;NT0006;NIT0000000068;EY;COP;6/02/2023;FAC-6;PED-4418;35000000,00;Pagada;Servicios;Electronica;Responsable 6
29/01/2025;NT0006;NIT0000000069;BCG;COP;2/08/2022;FAC-6;PED-4419;145000000,00;Pagada;Servicios;Electronica;Responsable 6
10/01/2025;NT0006;NIT0000000070;Google;COP;16/08/2024;FAC-6;PED-4420;15000000,00;Pagada;Tecnologia;Electronica;Responsable 6
28/07/2025;NT0007;NIT0000000001;ABM;COP;13/04/2022;FAC-7;PED-4421;6200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
27/10/2025;NT0007;NIT0000000002;Subway;COP;19/06/2023;FAC-7;PED-4422;9000000,00;Pendiente;Consultoría;Fisica;Responsable 7
22/10/2024;NT0007;NIT0000000003;Sodexo;COP;30/10/2023;FAC-7;PED-4423;55000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
19/08/2025;NT0007;NIT0000000005;ISS;COP;18/06/2025;FAC-7;PED-4425;39200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
16/03/2023;NT0007;NIT0000000006;Rentokil;COP;14/06/2024;FAC-7;PED-4426;1200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
5/02/2025;NT0007;NIT0000000008;IBM;COP;14/02/2023;FAC-7;PED-4428;75000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
27/03/2025;NT0007;NIT0000000009;Oma;COP;17/05/2022;FAC-7;PED-4429;3200000,00;Pendiente;Consultoría;Fisica;Responsable 7
2/04/2023;NT0007;NIT0000000010;Deloitte;COP;30/01/2025;FAC-7;PED-4430;40000000,00;Pendiente;Servicios;Fisica;Responsable 7
16/11/2022;NT0007;NIT0000000011;Apple;COP;6/01/2024;FAC-7;PED-4431;45000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
7/06/2025;NT0007;NIT0000000012;Intel;COP;27/01/2023;FAC-7;PED-4432;32000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
4/03/2022;NT0007;NIT0000000013;General Mills;COP;10/07/2023;FAC-7;PED-4433;19500000,00;Pendiente;Alimentación;Fisica;Responsable 7
24/10/2022;NT0007;NIT0000000014;Unilever;COP;1/02/2025;FAC-7;PED-4434;24600000,00;Pendiente;Alimentación;Fisica;Responsable 7
1/06/2025;NT0007;NIT0000000015;Dunkin Donuts;COP;3/10/2022;FAC-7;PED-4435;35000000,00;Pendiente;Consultoría;Fisica;Responsable 7
14/07/2023;NT0007;NIT0000000017;Aramark;COP;15/08/2025;FAC-7;PED-4437;12000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
6/10/2024;NT0007;NIT0000000018;E.ON;COP;12/02/2022;FAC-7;PED-4438;18000000,00;Pendiente;Energía;Fisica;Responsable 7
13/02/2025;NT0007;NIT0000000020;Iberdrola;COP;3/12/2023;FAC-7;PED-4440;17500000,00;Pendiente;Energía;Fisica;Responsable 7
19/06/2023;NT0007;NIT0000000021;Engie;COP;4/01/2025;FAC-7;PED-4441;22000000,00;Pendiente;Energía;Fisica;Responsable 7
11/03/2022;NT0007;NIT0000000023;TCS;COP;29/08/2024;FAC-7;PED-4443;120000000,00;Pendiente;Servicios;Fisica;Responsable 7
13/06/2025;NT0007;NIT0000000024;PepsiCo;COP;6/03/2023;FAC-7;PED-4444;14000000,00;Pendiente;Alimentación;Fisica;Responsable 7
1/11/2024;NT0007;NIT0000000025;PwC;COP;12/07/2023;FAC-7;PED-4445;28000000,00;Pendiente;Servicios;Fisica;Responsable 7
5/12/2024;NT0007;NIT0000000027;Duke Energy;COP;18/10/2025;FAC-7;PED-4447;21500000,00;Pendiente;Energía;Fisica;Responsable 7
28/07/2023;NT0007;NIT0000000028;McKinsey;COP;2/05/2025;FAC-7;PED-4448;150000000,00;Pendiente;Servicios;Fisica;Responsable 7
2/11/2023;NT0007;NIT0000000029;Danone;COP;23/11/2023;FAC-7;PED-4449;11600000,00;Pendiente;Alimentación;Fisica;Responsable 7
11/09/2022;NT0007;NIT0000000030;Facebook;COP;22/01/2025;FAC-7;PED-4450;5000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
3/10/2022;NT0007;NIT0000000031;Microsoft;COP;21/09/2022;FAC-7;PED-4451;54000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
1/02/2023;NT0007;NIT0000000032;Enel;COP;25/02/2023;FAC-7;PED-4452;20000000,00;Pendiente;Energía;Fisica;Responsable 7
20/06/2022;NT0007;NIT0000000033;Coca-Cola;COP;14/06/2022;FAC-7;PED-4453;18000000,00;Pendiente;Alimentación;Fisica;Responsable 7
16/07/2022;NT0007;NIT0000000035;Kellogg;COP;20/09/2023;FAC-7;PED-4455;12600000,00;Pendiente;Alimentación;Fisica;Responsable 7
12/10/2024;NT0007;NIT0000000036;Southern Company;COP;15/12/2023;FAC-7;PED-4456;19800000,00;Pendiente;Energía;Fisica;Responsable 7
7/12/2025;NT0007;NIT0000000037;Kraft Heinz;COP;3/01/2024;FAC-7;PED-4457;9000000,00;Pendiente;Alimentación;Fisica;Responsable 7
7/06/2022;NT0007;NIT0000000038;G4S;COP;6/03/2024;FAC-7;PED-4458;8500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
10/09/2023;NT0007;NIT0000000040;RWE;COP;5/03/2023;FAC-7;PED-4460;19000000,00;Pendiente;Energía;Fisica;Responsable 7
25/01/2025;NT0007;NIT0000000041;Juan Valdez;COP;26/11/2024;FAC-7;PED-4461;4200000,00;Pendiente;Consultoría;Fisica;Responsable 7
17/11/2023;NT0007;NIT0000000042;Compass Group;COP;29/05/2025;FAC-7;PED-4462;10500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
11/09/2023;NT0007;NIT0000000043;Serco;COP;17/05/2023;FAC-7;PED-4463;9000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
15/05/2025;NT0007;NIT0000000045;NextEra Energy;COP;3/03/2022;FAC-7;PED-4465;23000000,00;Pendiente;Energía;Fisica;Responsable 7
22/04/2025;NT0007;NIT0000000046;Exelon;COP;18/05/2022;FAC-7;PED-4466;18700000,00;Pendiente;Energía;Fisica;Responsable 7
17/01/2025;NT0007;NIT0000000047;EDF;COP;25/06/2025;FAC-7;PED-4467;19200000,00;Pendiente;Energía;Fisica;Responsable 7
29/12/2022;NT0007;NIT0000000048;Oracle;COP;18/05/2023;FAC-7;PED-4468;120000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
7/03/2023;NT0007;NIT0000000049;Starbucks;COP;23/01/2024;FAC-7;PED-4469;11000000,00;Pendiente;Consultoría;Fisica;Responsable 7
20/10/2024;NT0007;NIT0000000050;Accenture;COP;7/07/2022;FAC-7;PED-4470;95000000,00;Pendiente;Servicios;Fisica;Responsable 7
3/04/2024;NT0007;NIT0000000051;Mondelez;COP;16/07/2023;FAC-7;PED-4471;13800000,00;Pendiente;Alimentación;Fisica;Responsable 7
18/12/2022;NT0007;NIT0000000052;KPMG;COP;26/11/2025;FAC-7;PED-4472;30000000,00;Pendiente;Servicios;Fisica;Responsable 7
14/12/2024;NT0007;NIT0000000053;Cisco;COP;13/05/2025;FAC-7;PED-4473;35000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
25/12/2025;NT0007;NIT0000000056;Burger King;COP;4/08/2023;FAC-7;PED-4476;90000000,00;Pendiente;Consultoría;Fisica;Responsable 7
30/10/2025;NT0007;NIT0000000057;KFC;COP;8/05/2023;FAC-7;PED-4477;76000000,00;Pendiente;Consultoría;Fisica;Responsable 7
13/05/2024;NT0007;NIT0000000058;Capgemini;COP;14/08/2022;FAC-7;PED-4478;80000000,00;Pendiente;Servicios;Fisica;Responsable 7
24/05/2023;NT0007;NIT0000000059;Amazon;COP;5/10/2022;FAC-7;PED-4479;22000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
16/12/2023;NT0007;NIT0000000060;Tostao;COP;7/06/2024;FAC-7;PED-4480;7600000,00;Pendiente;Consultoría;Fisica;Responsable 7
22/05/2023;NT0007;NIT0000000061;McDonald's;COP;14/03/2023;FAC-7;PED-4481;120000000,00;Pendiente;Consultoría;Fisica;Responsable 7
16/12/2025;NT0007;NIT0000000062;Bain;COP;28/05/2022;FAC-7;PED-4482;140000000,00;Pendiente;Servicios;Fisica;Responsable 7
8/07/2025;NT0007;NIT0000000063;Procter & Gamble;COP;28/03/2022;FAC-7;PED-4483;7200000,00;Pendiente;Alimentación;Fisica;Responsable 7
22/12/2025;NT0007;NIT0000000064;Securitas;COP;29/09/2023;FAC-7;PED-4484;8700000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
21/07/2024;NT0007;NIT0000000065;Crepes & Waffles;COP;21/04/2024;FAC-7;PED-4485;22500000,00;Pendiente;Consultoría;Fisica;Responsable 7
31/08/2024;NT0007;NIT0000000066;SAP;COP;8/01/2024;FAC-7;PED-4486;240000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
16/03/2022;NT0007;NIT0000000067;Mitie;COP;22/01/2024;FAC-7;PED-4487;7500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 7
28/02/2023;NT0007;NIT0000000068;EY;COP;18/05/2024;FAC-7;PED-4488;35000000,00;Pendiente;Servicios;Fisica;Responsable 7
1/01/2024;NT0007;NIT0000000069;BCG;COP;3/08/2023;FAC-7;PED-4489;145000000,00;Pendiente;Servicios;Fisica;Responsable 7
18/04/2025;NT0007;NIT0000000070;Google;COP;16/11/2022;FAC-7;PED-4490;15000000,00;Pendiente;Tecnologia;Fisica;Responsable 7
24/05/2022;NT0008;NIT0000000001;ABM;COP;16/07/2022;FAC-8;PED-4491;6200000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
25/10/2025;NT0008;NIT0000000002;Subway;COP;21/03/2025;FAC-8;PED-4492;27000000,00;Pagada;Consultoría;Electronica;Responsable 8
31/01/2023;NT0008;NIT0000000003;Sodexo;COP;11/05/2022;FAC-8;PED-4493;11000000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
22/04/2022;NT0008;NIT0000000005;ISS;COP;21/02/2022;FAC-8;PED-4495;9800000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
5/05/2023;NT0008;NIT0000000006;Rentokil;COP;7/04/2022;FAC-8;PED-4496;1200000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
20/06/2022;NT0008;NIT0000000008;IBM;COP;29/01/2023;FAC-8;PED-4498;50000000,00;Pagada;Tecnologia;Electronica;Responsable 8
3/12/2025;NT0008;NIT0000000009;Oma;COP;7/10/2025;FAC-8;PED-4499;3200000,00;Pagada;Consultoría;Electronica;Responsable 8
14/06/2024;NT0008;NIT0000000010;Deloitte;COP;14/09/2025;FAC-8;PED-4500;40000000,00;Pagada;Servicios;Electronica;Responsable 8
4/07/2023;NT0008;NIT0000000011;Apple;COP;12/05/2022;FAC-8;PED-4501;45000000,00;Pagada;Tecnologia;Electronica;Responsable 8
18/04/2024;NT0008;NIT0000000012;Intel;COP;6/11/2023;FAC-8;PED-4502;32000000,00;Pagada;Tecnologia;Electronica;Responsable 8
21/08/2025;NT0008;NIT0000000013;General Mills;COP;17/06/2025;FAC-8;PED-4503;6500000,00;Pagada;Alimentación;Electronica;Responsable 8
10/12/2024;NT0008;NIT0000000014;Unilever;COP;1/07/2025;FAC-8;PED-4504;8200000,00;Pagada;Alimentación;Electronica;Responsable 8
11/11/2022;NT0008;NIT0000000015;Dunkin Donuts;COP;18/09/2025;FAC-8;PED-4505;35000000,00;Pagada;Consultoría;Electronica;Responsable 8
16/08/2022;NT0008;NIT0000000017;Aramark;COP;20/09/2025;FAC-8;PED-4507;12000000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
28/07/2025;NT0008;NIT0000000018;E.ON;COP;29/09/2023;FAC-8;PED-4508;18000000,00;Pagada;Energía;Electronica;Responsable 8
1/11/2023;NT0008;NIT0000000020;Iberdrola;COP;31/08/2023;FAC-8;PED-4510;17500000,00;Pagada;Energía;Electronica;Responsable 8
16/06/2025;NT0008;NIT0000000021;Engie;COP;24/08/2024;FAC-8;PED-4511;22000000,00;Pagada;Energía;Electronica;Responsable 8
24/03/2022;NT0008;NIT0000000023;TCS;COP;3/01/2022;FAC-8;PED-4513;120000000,00;Pagada;Servicios;Electronica;Responsable 8
29/03/2023;NT0008;NIT0000000024;PepsiCo;COP;13/10/2022;FAC-8;PED-4514;7000000,00;Pagada;Alimentación;Electronica;Responsable 8
15/01/2025;NT0008;NIT0000000025;PwC;COP;5/12/2025;FAC-8;PED-4515;28000000,00;Pagada;Servicios;Electronica;Responsable 8
26/02/2022;NT0008;NIT0000000027;Duke Energy;COP;16/05/2023;FAC-8;PED-4517;21500000,00;Pagada;Energía;Electronica;Responsable 8
15/05/2023;NT0008;NIT0000000028;McKinsey;COP;30/11/2025;FAC-8;PED-4518;150000000,00;Pagada;Servicios;Electronica;Responsable 8
29/10/2025;NT0008;NIT0000000029;Danone;COP;1/12/2022;FAC-8;PED-4519;5800000,00;Pagada;Alimentación;Electronica;Responsable 8
31/07/2022;NT0008;NIT0000000030;Facebook;COP;27/12/2022;FAC-8;PED-4520;5000000,00;Pagada;Tecnologia;Electronica;Responsable 8
17/01/2025;NT0008;NIT0000000031;Microsoft;COP;27/01/2024;FAC-8;PED-4521;36000000,00;Pagada;Tecnologia;Electronica;Responsable 8
23/12/2023;NT0008;NIT0000000032;Enel;COP;3/04/2025;FAC-8;PED-4522;20000000,00;Pagada;Energía;Electronica;Responsable 8
18/11/2023;NT0008;NIT0000000033;Coca-Cola;COP;22/08/2025;FAC-8;PED-4523;9000000,00;Pagada;Alimentación;Electronica;Responsable 8
16/08/2025;NT0008;NIT0000000035;Kellogg;COP;18/10/2025;FAC-8;PED-4525;6300000,00;Pagada;Alimentación;Electronica;Responsable 8
23/01/2022;NT0008;NIT0000000036;Southern Company;COP;10/09/2022;FAC-8;PED-4526;19800000,00;Pagada;Energía;Electronica;Responsable 8
27/02/2025;NT0008;NIT0000000037;Kraft Heinz;COP;25/09/2025;FAC-8;PED-4527;4500000,00;Pagada;Alimentación;Electronica;Responsable 8
21/09/2025;NT0008;NIT0000000038;G4S;COP;3/07/2025;FAC-8;PED-4528;8500000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
6/09/2023;NT0008;NIT0000000040;RWE;COP;6/09/2024;FAC-8;PED-4530;19000000,00;Pagada;Energía;Electronica;Responsable 8
26/10/2023;NT0008;NIT0000000041;Juan Valdez;COP;14/10/2023;FAC-8;PED-4531;4200000,00;Pagada;Consultoría;Electronica;Responsable 8
19/04/2025;NT0008;NIT0000000042;Compass Group;COP;30/10/2025;FAC-8;PED-4532;10500000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
12/11/2025;NT0008;NIT0000000043;Serco;COP;2/10/2024;FAC-8;PED-4533;9000000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
14/09/2025;NT0008;NIT0000000045;NextEra Energy;COP;3/07/2024;FAC-8;PED-4535;23000000,00;Pagada;Energía;Electronica;Responsable 8
2/07/2022;NT0008;NIT0000000046;Exelon;COP;18/02/2023;FAC-8;PED-4536;18700000,00;Pagada;Energía;Electronica;Responsable 8
21/05/2024;NT0008;NIT0000000047;EDF;COP;5/11/2024;FAC-8;PED-4537;19200000,00;Pagada;Energía;Electronica;Responsable 8
21/03/2025;NT0008;NIT0000000048;Oracle;COP;7/01/2023;FAC-8;PED-4538;80000000,00;Pagada;Tecnologia;Electronica;Responsable 8
18/01/2022;NT0008;NIT0000000049;Starbucks;COP;15/04/2022;FAC-8;PED-4539;5500000,00;Pagada;Consultoría;Electronica;Responsable 8
26/01/2024;NT0008;NIT0000000050;Accenture;COP;17/03/2023;FAC-8;PED-4540;95000000,00;Pagada;Servicios;Electronica;Responsable 8
1/04/2025;NT0008;NIT0000000051;Mondelez;COP;4/06/2022;FAC-8;PED-4541;6900000,00;Pagada;Alimentación;Electronica;Responsable 8
1/10/2022;NT0008;NIT0000000052;KPMG;COP;2/06/2025;FAC-8;PED-4542;30000000,00;Pagada;Servicios;Electronica;Responsable 8
19/07/2022;NT0008;NIT0000000053;Cisco;COP;14/05/2023;FAC-8;PED-4543;35000000,00;Pagada;Tecnologia;Electronica;Responsable 8
10/12/2022;NT0008;NIT0000000056;Burger King;COP;12/02/2023;FAC-8;PED-4546;135000000,00;Pagada;Consultoría;Electronica;Responsable 8
2/04/2023;NT0008;NIT0000000057;KFC;COP;23/03/2024;FAC-8;PED-4547;114000000,00;Pagada;Consultoría;Electronica;Responsable 8
8/10/2022;NT0008;NIT0000000058;Capgemini;COP;29/08/2024;FAC-8;PED-4548;80000000,00;Pagada;Servicios;Electronica;Responsable 8
7/10/2024;NT0008;NIT0000000059;Amazon;COP;12/11/2022;FAC-8;PED-4549;22000000,00;Pagada;Tecnologia;Electronica;Responsable 8
10/10/2022;NT0008;NIT0000000060;Tostao;COP;29/10/2024;FAC-8;PED-4550;7600000,00;Pagada;Consultoría;Electronica;Responsable 8
16/06/2024;NT0008;NIT0000000061;McDonald's;COP;7/09/2023;FAC-8;PED-4551;60000000,00;Pagada;Consultoría;Electronica;Responsable 8
30/12/2022;NT0008;NIT0000000062;Bain;COP;20/04/2024;FAC-8;PED-4552;140000000,00;Pagada;Servicios;Electronica;Responsable 8
25/04/2022;NT0008;NIT0000000063;Procter & Gamble;COP;26/11/2023;FAC-8;PED-4553;7200000,00;Pagada;Alimentación;Electronica;Responsable 8
11/09/2024;NT0008;NIT0000000064;Securitas;COP;8/07/2022;FAC-8;PED-4554;8700000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
4/11/2023;NT0008;NIT0000000065;Crepes & Waffles;COP;24/07/2025;FAC-8;PED-4555;7500000,00;Pagada;Consultoría;Electronica;Responsable 8
9/03/2022;NT0008;NIT0000000066;SAP;COP;4/05/2023;FAC-8;PED-4556;240000000,00;Pagada;Tecnologia;Electronica;Responsable 8
20/02/2025;NT0008;NIT0000000067;Mitie;COP;17/07/2023;FAC-8;PED-4557;7500000,00;Pagada;Servicios Públicos;Electronica;Responsable 8
30/09/2024;NT0008;NIT0000000068;EY;COP;12/02/2022;FAC-8;PED-4558;35000000,00;Pagada;Servicios;Electronica;Responsable 8
23/12/2023;NT0008;NIT0000000069;BCG;COP;21/01/2024;FAC-8;PED-4559;145000000,00;Pagada;Servicios;Electronica;Responsable 8
31/10/2024;NT0008;NIT0000000070;Google;COP;9/04/2022;FAC-8;PED-4560;15000000,00;Pagada;Tecnologia;Electronica;Responsable 8
29/02/2024;NT0009;NIT0000000001;ABM;COP;8/10/2022;FAC-9;PED-4561;6200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
30/07/2024;NT0009;NIT0000000002;Subway;COP;3/04/2023;FAC-9;PED-4562;27000000,00;Pendiente;Consultoría;Fisica;Responsable 9
30/06/2023;NT0009;NIT0000000003;Sodexo;COP;19/03/2023;FAC-9;PED-4563;11000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
31/08/2023;NT0009;NIT0000000005;ISS;COP;5/12/2024;FAC-9;PED-4565;9800000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
11/10/2023;NT0009;NIT0000000006;Rentokil;COP;11/01/2024;FAC-9;PED-4566;1200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
30/04/2022;NT0009;NIT0000000008;IBM;COP;25/01/2023;FAC-9;PED-4568;50000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
12/07/2023;NT0009;NIT0000000009;Oma;COP;18/10/2022;FAC-9;PED-4569;6400000,00;Pendiente;Consultoría;Fisica;Responsable 9
1/09/2022;NT0009;NIT0000000010;Deloitte;COP;22/09/2023;FAC-9;PED-4570;40000000,00;Pendiente;Servicios;Fisica;Responsable 9
28/11/2023;NT0009;NIT0000000011;Apple;COP;22/05/2023;FAC-9;PED-4571;45000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
22/12/2025;NT0009;NIT0000000012;Intel;COP;25/07/2024;FAC-9;PED-4572;32000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
24/11/2024;NT0009;NIT0000000013;General Mills;COP;7/06/2023;FAC-9;PED-4573;6500000,00;Pendiente;Alimentación;Fisica;Responsable 9
8/07/2022;NT0009;NIT0000000014;Unilever;COP;3/06/2025;FAC-9;PED-4574;8200000,00;Pendiente;Alimentación;Fisica;Responsable 9
11/11/2024;NT0009;NIT0000000015;Dunkin Donuts;COP;4/09/2025;FAC-9;PED-4575;70000000,00;Pendiente;Consultoría;Fisica;Responsable 9
11/09/2025;NT0009;NIT0000000017;Aramark;COP;1/02/2023;FAC-9;PED-4577;12000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
21/06/2022;NT0009;NIT0000000018;E.ON;COP;5/03/2025;FAC-9;PED-4578;18000000,00;Pendiente;Energía;Fisica;Responsable 9
12/10/2024;NT0009;NIT0000000020;Iberdrola;COP;11/01/2025;FAC-9;PED-4580;17500000,00;Pendiente;Energía;Fisica;Responsable 9
17/01/2025;NT0009;NIT0000000021;Engie;COP;8/05/2022;FAC-9;PED-4581;22000000,00;Pendiente;Energía;Fisica;Responsable 9
3/07/2022;NT0009;NIT0000000023;TCS;COP;15/10/2022;FAC-9;PED-4583;120000000,00;Pendiente;Servicios;Fisica;Responsable 9
19/03/2024;NT0009;NIT0000000024;PepsiCo;COP;29/11/2023;FAC-9;PED-4584;7000000,00;Pendiente;Alimentación;Fisica;Responsable 9
4/05/2024;NT0009;NIT0000000027;Duke Energy;COP;8/06/2022;FAC-9;PED-4587;21500000,00;Pendiente;Energía;Fisica;Responsable 9
27/03/2024;NT0009;NIT0000000028;McKinsey;COP;24/08/2025;FAC-9;PED-4588;150000000,00;Pendiente;Servicios;Fisica;Responsable 9
24/05/2023;NT0009;NIT0000000029;Danone;COP;3/11/2023;FAC-9;PED-4589;5800000,00;Pendiente;Alimentación;Fisica;Responsable 9
26/11/2025;NT0009;NIT0000000030;Facebook;COP;27/04/2025;FAC-9;PED-4590;5000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
5/12/2022;NT0009;NIT0000000031;Microsoft;COP;17/12/2023;FAC-9;PED-4591;18000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
6/06/2024;NT0009;NIT0000000032;Enel;COP;12/08/2025;FAC-9;PED-4592;20000000,00;Pendiente;Energía;Fisica;Responsable 9
10/11/2025;NT0009;NIT0000000033;Coca-Cola;COP;24/10/2022;FAC-9;PED-4593;27000000,00;Pendiente;Alimentación;Fisica;Responsable 9
30/05/2025;NT0009;NIT0000000035;Kellogg;COP;20/08/2024;FAC-9;PED-4595;18900000,00;Pendiente;Alimentación;Fisica;Responsable 9
17/12/2024;NT0009;NIT0000000036;Southern Company;COP;28/01/2023;FAC-9;PED-4596;19800000,00;Pendiente;Energía;Fisica;Responsable 9
11/09/2023;NT0009;NIT0000000037;Kraft Heinz;COP;29/11/2023;FAC-9;PED-4597;18000000,00;Pendiente;Alimentación;Fisica;Responsable 9
2/12/2023;NT0009;NIT0000000038;G4S;COP;9/12/2025;FAC-9;PED-4598;8500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
20/04/2024;NT0009;NIT0000000040;RWE;COP;24/10/2022;FAC-9;PED-4600;19000000,00;Pendiente;Energía;Fisica;Responsable 9
30/01/2023;NT0009;NIT0000000041;Juan Valdez;COP;27/09/2022;FAC-9;PED-4601;4200000,00;Pendiente;Consultoría;Fisica;Responsable 9
26/07/2023;NT0009;NIT0000000042;Compass Group;COP;4/02/2022;FAC-9;PED-4602;10500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
9/03/2022;NT0009;NIT0000000043;Serco;COP;18/04/2025;FAC-9;PED-4603;9000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
22/06/2024;NT0009;NIT0000000045;NextEra Energy;COP;30/06/2025;FAC-9;PED-4605;23000000,00;Pendiente;Energía;Fisica;Responsable 9
2/07/2025;NT0009;NIT0000000046;Exelon;COP;5/12/2024;FAC-9;PED-4606;18700000,00;Pendiente;Energía;Fisica;Responsable 9
28/12/2022;NT0009;NIT0000000047;EDF;COP;18/11/2024;FAC-9;PED-4607;19200000,00;Pendiente;Energía;Fisica;Responsable 9
5/12/2025;NT0009;NIT0000000048;Oracle;COP;15/02/2023;FAC-9;PED-4608;40000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
2/05/2024;NT0009;NIT0000000049;Starbucks;COP;17/08/2023;FAC-9;PED-4609;5500000,00;Pendiente;Consultoría;Fisica;Responsable 9
17/08/2024;NT0009;NIT0000000050;Accenture;COP;28/05/2023;FAC-9;PED-4610;95000000,00;Pendiente;Servicios;Fisica;Responsable 9
4/06/2024;NT0009;NIT0000000051;Mondelez;COP;29/12/2024;FAC-9;PED-4611;34500000,00;Pendiente;Alimentación;Fisica;Responsable 9
21/07/2024;NT0009;NIT0000000052;KPMG;COP;13/01/2025;FAC-9;PED-4612;30000000,00;Pendiente;Servicios;Fisica;Responsable 9
31/01/2022;NT0009;NIT0000000053;Cisco;COP;25/07/2024;FAC-9;PED-4613;35000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
30/11/2022;NT0009;NIT0000000056;Burger King;COP;30/03/2022;FAC-9;PED-4616;45000000,00;Pendiente;Consultoría;Fisica;Responsable 9
28/09/2024;NT0009;NIT0000000057;KFC;COP;9/07/2022;FAC-9;PED-4617;38000000,00;Pendiente;Consultoría;Fisica;Responsable 9
17/07/2022;NT0009;NIT0000000058;Capgemini;COP;15/09/2023;FAC-9;PED-4618;80000000,00;Pendiente;Servicios;Fisica;Responsable 9
22/08/2025;NT0009;NIT0000000059;Amazon;COP;26/12/2025;FAC-9;PED-4619;22000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
2/12/2024;NT0009;NIT0000000060;Tostao;COP;24/06/2023;FAC-9;PED-4620;3800000,00;Pendiente;Consultoría;Fisica;Responsable 9
11/06/2022;NT0009;NIT0000000061;McDonald's;COP;12/05/2023;FAC-9;PED-4621;60000000,00;Pendiente;Consultoría;Fisica;Responsable 9
9/06/2023;NT0009;NIT0000000062;Bain;COP;30/05/2023;FAC-9;PED-4622;140000000,00;Pendiente;Servicios;Fisica;Responsable 9
9/04/2022;NT0009;NIT0000000063;Procter & Gamble;COP;18/09/2023;FAC-9;PED-4623;43200000,00;Pendiente;Alimentación;Fisica;Responsable 9
12/02/2024;NT0009;NIT0000000064;Securitas;COP;25/06/2023;FAC-9;PED-4624;8700000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
5/07/2022;NT0009;NIT0000000065;Crepes & Waffles;COP;6/01/2025;FAC-9;PED-4625;7500000,00;Pendiente;Consultoría;Fisica;Responsable 9
18/08/2023;NT0009;NIT0000000066;SAP;COP;13/05/2022;FAC-9;PED-4626;120000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
