Fecha de registro;numero_radicado;nit_proveedor;nombre_proveedor;moneda;fecha_factura;numero_factura;pedido;valor_total;estado_factura;categoria;tipo_factura;responsable
15/06/2025;NT00348;NIT0000000048;Oracle;COP;24/04/2022;FAC-6;PED-4398;$ 120.000.000;Pagada;Tecnologia;Electronica;Responsable 6
17/12/2022;NT00349;NIT0000000049;Starbucks;COP;31/08/2025;FAC-6;PED-4399;$ 5.500.000;Pagada;Consultoría;Electronica;Responsable 6
13/06/2023;NT00350;NIT0000000050;Accenture;COP;27/01/2025;FAC-6;PED-4400;$ 95.000.000;Pagada;Servicios;Electronica;Responsable 6
6/01/2025;NT00351;NIT0000000051;Mondelez;COP;15/12/2022;FAC-6;PED-4401;$ 20.700.000;Pagada;Alimentación;Electronica;Responsable 6
29/01/2024;NT00352;NIT0000000052;KPMG;COP;29/01/2022;FAC-6;PED-4402;$ 30.000.000;Pagada;Servicios;Electronica;Responsable 6
11/11/2025;NT00353;NIT0000000053;Cisco;COP;7/03/2022;FAC-6;PED-4403;$ 35.000.000;Pagada;Tecnologia;Electronica;Responsable 6
26/02/2022;NT00354;NIT0000000056;Burger King;COP;21/01/2022;FAC-6;PED-4406;$ 45.000.000;Pagada;Consultoría;Electronica;Responsable 6
13/04/2025;NT00355;NIT0000000057;KFC;COP;1/04/2024;FAC-6;PED-4407;$ 38.000.000;Pagada;Consultoría;Electronica;Responsable 6
25/03/2023;NT00356;NIT0000000058;Capgemini;COP;7/06/2023;FAC-6;PED-4408;$ 80.000.000;Pagada;Servicios;Electronica;Responsable 6
13/07/2025;NT00357;NIT0000000059;Amazon;COP;19/11/2023;FAC-6;PED-4409;$ 22.000.000;Pagada;Tecnologia;Electronica;Responsable 6
18/04/2025;NT00358;NIT0000000060;Tostao;COP;11/10/2023;FAC-6;PED-4410;$ 3.800.000;Pagada;Consultoría;Electronica;Responsable 6
20/09/2025;NT00359;NIT0000000061;McDonald's;COP;17/10/2024;FAC-6;PED-4411;$ 60.000.000;Pagada;Consultoría;Electronica;Responsable 6
28/01/2022;NT00360;NIT0000000062;Bain;COP;7/02/2023;FAC-6;PED-4412;$ 140.000.000;Pagada;Servicios;Electronica;Responsable 6
10/05/2022;NT00361;NIT0000000063;Procter & Gamble;COP;19/07/2023;FAC-6;PED-4413;$ 21.600.000;Pagada;Alimentación;Electronica;Responsable 6
5/06/2023;NT00362;NIT0000000064;Securitas;COP;14/10/2022;FAC-6;PED-4414;$ 8.700.000;Pagada;Servicios Públicos;Electronica;Responsable 6
19/04/2023;NT00363;NIT0000000065;Crepes & Waffles;COP;24/04/2024;FAC-6;PED-4415;$ 7.500.000;Pagada;Consultoría;Electronica;Responsable 6
14/10/2025;NT00364;NIT0000000066;SAP;COP;10/06/2024;FAC-6;PED-4416;$ 120.000.000;Pagada;Tecnologia;Electronica;Responsable 6
17/09/2023;NT00365;NIT0000000067;Mitie;COP;6/09/2023;FAC-6;PED-4417;$ 7.500.000;Pagada;Servicios Públicos;Electronica;Responsable 6
11/01/2023;NT00366;NIT0000000068;EY;COP;6/02/2023;FAC-6;PED-4418;$ 35.000.000;Pagada;Servicios;Electronica;Responsable 6
29/01/2025;NT00367;NIT0000000069;BCG;COP;2/08/2022;FAC-6;PED-4419;$ 145.000.000;Pagada;Servicios;Electronica;Responsable 6
10/01/2025;NT00368;NIT0000000070;Google;COP;16/08/2024;FAC-6;PED-4420;$ 15.000.000;Pagada;Tecnologia;Electronica;Responsable 6
28/07/2025;NT00369;NIT0000000001;ABM;COP;13/04/2022;FAC-7;PED-4421;$ 6.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
27/10/2025;NT00370;NIT0000000002;Subway;COP;19/06/2023;FAC-7;PED-4422;$ 9.000.000;Pendiente;Consultoría;Fisica;Responsable 7
22/10/2024;NT00371;NIT0000000003;Sodexo;COP;30/10/2023;FAC-7;PED-4423;$ 55.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
19/08/2025;NT00372;NIT0000000005;ISS;COP;18/06/2025;FAC-7;PED-4425;$ 39.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
16/03/2023;NT00373;NIT0000000006;Rentokil;COP;14/06/2024;FAC-7;PED-4426;$ 1.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
5/02/2025;NT00374;NIT0000000008;IBM;COP;14/02/2023;FAC-7;PED-4428;$ 75.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
27/03/2025;NT00375;NIT0000000009;Oma;COP;17/05/2022;FAC-7;PED-4429;$ 3.200.000;Pendiente;Consultoría;Fisica;Responsable 7
2/04/2023;NT00376;NIT0000000010;Deloitte;COP;30/01/2025;FAC-7;PED-4430;$ 40.000.000;Pendiente;Servicios;Fisica;Responsable 7
16/11/2022;NT00377;NIT0000000011;Apple;COP;6/01/2024;FAC-7;PED-4431;$ 45.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
7/06/2025;NT00378;NIT0000000012;Intel;COP;27/01/2023;FAC-7;PED-4432;$ 32.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
4/03/2022;NT00379;NIT0000000013;General Mills;COP;10/07/2023;FAC-7;PED-4433;$ 19.500.000;Pendiente;Alimentación;Fisica;Responsable 7
24/10/2022;NT00380;NIT0000000014;Unilever;COP;1/02/2025;FAC-7;PED-4434;$ 24.600.000;Pendiente;Alimentación;Fisica;Responsable 7
1/06/2025;NT00381;NIT0000000015;Dunkin Donuts;COP;3/10/2022;FAC-7;PED-4435;$ 35.000.000;Pendiente;Consultoría;Fisica;Responsable 7
14/07/2023;NT00382;NIT0000000017;Aramark;COP;15/08/2025;FAC-7;PED-4437;$ 12.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
6/10/2024;NT00383;NIT0000000018;E.ON;COP;12/02/2022;FAC-7;PED-4438;$ 18.000.000;Pendiente;Energía;Fisica;Responsable 7
13/02/2025;NT00384;NIT0000000020;Iberdrola;COP;3/12/2023;FAC-7;PED-4440;$ 17.500.000;Pendiente;Energía;Fisica;Responsable 7
19/06/2023;NT00385;NIT0000000021;Engie;COP;4/01/2025;FAC-7;PED-4441;$ 22.000.000;Pendiente;Energía;Fisica;Responsable 7
11/03/2022;NT00386;NIT0000000023;TCS;COP;29/08/2024;FAC-7;PED-4443;$ 120.000.000;Pendiente;Servicios;Fisica;Responsable 7
13/06/2025;NT00387;NIT0000000024;PepsiCo;COP;6/03/2023;FAC-7;PED-4444;$ 14.000.000;Pendiente;Alimentación;Fisica;Responsable 7
1/11/2024;NT00388;NIT0000000025;PwC;COP;12/07/2023;FAC-7;PED-4445;$ 28.000.000;Pendiente;Servicios;Fisica;Responsable 7
5/12/2024;NT00389;NIT0000000027;Duke Energy;COP;18/10/2025;FAC-7;PED-4447;$ 21.500.000;Pendiente;Energía;Fisica;Responsable 7
28/07/2023;NT00390;NIT0000000028;McKinsey;COP;2/05/2025;FAC-7;PED-4448;$ 150.000.000;Pendiente;Servicios;Fisica;Responsable 7
2/11/2023;NT00391;NIT0000000029;Danone;COP;23/11/2023;FAC-7;PED-4449;$ 11.600.000;Pendiente;Alimentación;Fisica;Responsable 7
11/09/2022;NT00392;NIT0000000030;Facebook;COP;22/01/2025;FAC-7;PED-4450;$ 5.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
3/10/2022;NT00393;NIT0000000031;Microsoft;COP;21/09/2022;FAC-7;PED-4451;$ 54.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
1/02/2023;NT00394;NIT0000000032;Enel;COP;25/02/2023;FAC-7;PED-4452;$ 20.000.000;Pendiente;Energía;Fisica;Responsable 7
20/06/2022;NT00395;NIT0000000033;Coca-Cola;COP;14/06/2022;FAC-7;PED-4453;$ 18.000.000;Pendiente;Alimentación;Fisica;Responsable 7
16/07/2022;NT00396;NIT0000000035;Kellogg;COP;20/09/2023;FAC-7;PED-4455;$ 12.600.000;Pendiente;Alimentación;Fisica;Responsable 7
12/10/2024;NT00397;NIT0000000036;Southern Company;COP;15/12/2023;FAC-7;PED-4456;$ 19.800.000;Pendiente;Energía;Fisica;Responsable 7
7/12/2025;NT00398;NIT0000000037;Kraft Heinz;COP;3/01/2024;FAC-7;PED-4457;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 7
7/06/2022;NT00399;NIT0000000038;G4S;COP;6/03/2024;FAC-7;PED-4458;$ 8.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
10/09/2023;NT00400;NIT0000000040;RWE;COP;5/03/2023;FAC-7;PED-4460;$ 19.000.000;Pendiente;Energía;Fisica;Responsable 7
25/01/2025;NT00401;NIT0000000041;Juan Valdez;COP;26/11/2024;FAC-7;PED-4461;$ 4.200.000;Pendiente;Consultoría;Fisica;Responsable 7
17/11/2023;NT00402;NIT0000000042;Compass Group;COP;29/05/2025;FAC-7;PED-4462;$ 10.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
11/09/2023;NT00403;NIT0000000043;Serco;COP;17/05/2023;FAC-7;PED-4463;$ 9.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
15/05/2025;NT00404;NIT0000000045;NextEra Energy;COP;3/03/2022;FAC-7;PED-4465;$ 23.000.000;Pendiente;Energía;Fisica;Responsable 7
22/04/2025;NT00405;NIT0000000046;Exelon;COP;18/05/2022;FAC-7;PED-4466;$ 18.700.000;Pendiente;Energía;Fisica;Responsable 7
17/01/2025;NT00406;NIT0000000047;EDF;COP;25/06/2025;FAC-7;PED-4467;$ 19.200.000;Pendiente;Energía;Fisica;Responsable 7
29/12/2022;NT00407;NIT0000000048;Oracle;COP;18/05/2023;FAC-7;PED-4468;$ 120.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
7/03/2023;NT00408;NIT0000000049;Starbucks;COP;23/01/2024;FAC-7;PED-4469;$ 11.000.000;Pendiente;Consultoría;Fisica;Responsable 7
20/10/2024;NT00409;NIT0000000050;Accenture;COP;7/07/2022;FAC-7;PED-4470;$ 95.000.000;Pendiente;Servicios;Fisica;Responsable 7
3/04/2024;NT00410;NIT0000000051;Mondelez;COP;16/07/2023;FAC-7;PED-4471;$ 13.800.000;Pendiente;Alimentación;Fisica;Responsable 7
18/12/2022;NT00411;NIT0000000052;KPMG;COP;26/11/2025;FAC-7;PED-4472;$ 30.000.000;Pendiente;Servicios;Fisica;Responsable 7
14/12/2024;NT00412;NIT0000000053;Cisco;COP;13/05/2025;FAC-7;PED-4473;$ 35.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
25/12/2025;NT00413;NIT0000000056;Burger King;COP;4/08/2023;FAC-7;PED-4476;$ 90.000.000;Pendiente;Consultoría;Fisica;Responsable 7
30/10/2025;NT00414;NIT0000000057;KFC;COP;8/05/2023;FAC-7;PED-4477;$ 76.000.000;Pendiente;Consultoría;Fisica;Responsable 7
13/05/2024;NT00415;NIT0000000058;Capgemini;COP;14/08/2022;FAC-7;PED-4478;$ 80.000.000;Pendiente;Servicios;Fisica;Responsable 7
24/05/2023;NT00416;NIT0000000059;Amazon;COP;5/10/2022;FAC-7;PED-4479;$ 22.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
16/12/2023;NT00417;NIT0000000060;Tostao;COP;7/06/2024;FAC-7;PED-4480;$ 7.600.000;Pendiente;Consultoría;Fisica;Responsable 7
22/05/2023;NT00418;NIT0000000061;McDonald's;COP;14/03/2023;FAC-7;PED-4481;$ 120.000.000;Pendiente;Consultoría;Fisica;Responsable 7
16/12/2025;NT00419;NIT0000000062;Bain;COP;28/05/2022;FAC-7;PED-4482;$ 140.000.000;Pendiente;Servicios;Fisica;Responsable 7
8/07/2025;NT00420;NIT0000000063;Procter & Gamble;COP;28/03/2022;FAC-7;PED-4483;$ 7.200.000;Pendiente;Alimentación;Fisica;Responsable 7
22/12/2025;NT00421;NIT0000000064;Securitas;COP;29/09/2023;FAC-7;PED-4484;$ 8.700.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
21/07/2024;NT00422;NIT0000000065;Crepes & Waffles;COP;21/04/2024;FAC-7;PED-4485;$ 22.500.000;Pendiente;Consultoría;Fisica;Responsable 7
31/08/2024;NT00423;NIT0000000066;SAP;COP;8/01/2024;FAC-7;PED-4486;$ 240.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
16/03/2022;NT00424;NIT0000000067;Mitie;COP;22/01/2024;FAC-7;PED-4487;$ 7.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 7
28/02/2023;NT00425;NIT0000000068;EY;COP;18/05/2024;FAC-7;PED-4488;$ 35.000.000;Pendiente;Servicios;Fisica;Responsable 7
1/01/2024;NT00426;NIT0000000069;BCG;COP;3/08/2023;FAC-7;PED-4489;$ 145.000.000;Pendiente;Servicios;Fisica;Responsable 7
18/04/2025;NT00427;NIT0000000070;Google;COP;16/11/2022;FAC-7;PED-4490;$ 15.000.000;Pendiente;Tecnologia;Fisica;Responsable 7
24/05/2022;NT00428;NIT0000000001;ABM;COP;16/07/2022;FAC-8;PED-4491;$ 6.200.000;Pagada;Servicios Públicos;Electronica;Responsable 8
25/10/2025;NT00429;NIT0000000002;Subway;COP;21/03/2025;FAC-8;PED-4492;$ 27.000.000;Pagada;Consultoría;Electronica;Responsable 8
31/01/2023;NT00430;NIT0000000003;Sodexo;COP;11/05/2022;FAC-8;PED-4493;$ 11.000.000;Pagada;Servicios Públicos;Electronica;Responsable 8
22/04/2022;NT00431;NIT0000000005;ISS;COP;21/02/2022;FAC-8;PED-4495;$ 9.800.000;Pagada;Servicios Públicos;Electronica;Responsable 8
5/05/2023;NT00432;NIT0000000006;Rentokil;COP;7/04/2022;FAC-8;PED-4496;$ 1.200.000;Pagada;Servicios Públicos;Electronica;Responsable 8
20/06/2022;NT00433;NIT0000000008;IBM;COP;29/01/2023;FAC-8;PED-4498;$ 50.000.000;Pagada;Tecnologia;Electronica;Responsable 8
3/12/2025;NT00434;NIT0000000009;Oma;COP;7/10/2025;FAC-8;PED-4499;$ 3.200.000;Pagada;Consultoría;Electronica;Responsable 8
14/06/2024;NT00435;NIT0000000010;Deloitte;COP;14/09/2025;FAC-8;PED-4500;$ 40.000.000;Pagada;Servicios;Electronica;Responsable 8
4/07/2023;NT00436;NIT0000000011;Apple;COP;12/05/2022;FAC-8;PED-4501;$ 45.000.000;Pagada;Tecnologia;Electronica;Responsable 8
18/04/2024;NT00437;NIT0000000012;Intel;COP;6/11/2023;FAC-8;PED-4502;$ 32.000.000;Pagada;Tecnologia;Electronica;Responsable 8
21/08/2025;NT00438;NIT0000000013;General Mills;COP;17/06/2025;FAC-8;PED-4503;$ 6.500.000;Pagada;Alimentación;Electronica;Responsable 8
10/12/2024;NT00439;NIT0000000014;Unilever;COP;1/07/2025;FAC-8;PED-4504;$ 8.200.000;Pagada;Alimentación;Electronica;Responsable 8
11/11/2022;NT00440;NIT0000000015;Dunkin Donuts;COP;18/09/2025;FAC-8;PED-4505;$ 35.000.000;Pagada;Consultoría;Electronica;Responsable 8
16/08/2022;NT00441;NIT0000000017;Aramark;COP;20/09/2025;FAC-8;PED-4507;$ 12.000.000;Pagada;Servicios Públicos;Electronica;Responsable 8
28/07/2025;NT00442;NIT0000000018;E.ON;COP;29/09/2023;FAC-8;PED-4508;$ 18.000.000;Pagada;Energía;Electronica;Responsable 8
1/11/2023;NT00443;NIT0000000020;Iberdrola;COP;31/08/2023;FAC-8;PED-4510;$ 17.500.000;Pagada;Energía;Electronica;Responsable 8
16/06/2025;NT00444;NIT0000000021;Engie;COP;24/08/2024;FAC-8;PED-4511;$ 22.000.000;Pagada;Energía;Electronica;Responsable 8
24/03/2022;NT00445;NIT0000000023;TCS;COP;3/01/2022;FAC-8;PED-4513;$ 120.000.000;Pagada;Servicios;Electronica;Responsable 8
29/03/2023;NT00446;NIT0000000024;PepsiCo;COP;13/10/2022;FAC-8;PED-4514;$ 7.000.000;Pagada;Alimentación;Electronica;Responsable 8
15/01/2025;NT00447;NIT0000000025;PwC;COP;5/12/2025;FAC-8;PED-4515;$ 28.000.000;Pagada;Servicios;Electronica;Responsable 8
26/02/2022;NT00448;NIT0000000027;Duke Energy;COP;16/05/2023;FAC-8;PED-4517;$ 21.500.000;Pagada;Energía;Electronica;Responsable 8
15/05/2023;NT00449;NIT0000000028;McKinsey;COP;30/11/2025;FAC-8;PED-4518;$ 150.000.000;Pagada;Servicios;Electronica;Responsable 8
29/10/2025;NT00450;NIT0000000029;Danone;COP;1/12/2022;FAC-8;PED-4519;$ 5.800.000;Pagada;Alimentación;Electronica;Responsable 8
31/07/2022;NT00451;NIT0000000030;Facebook;COP;27/12/2022;FAC-8;PED-4520;$ 5.000.000;Pagada;Tecnologia;Electronica;Responsable 8
17/01/2025;NT00452;NIT0000000031;Microsoft;COP;27/01/2024;FAC-8;PED-4521;$ 36.000.000;Pagada;Tecnologia;Electronica;Responsable 8
23/12/2023;NT00453;NIT0000000032;Enel;COP;3/04/2025;FAC-8;PED-4522;$ 20.000.000;Pagada;Energía;Electronica;Responsable 8
18/11/2023;NT00454;NIT0000000033;Coca-Cola;COP;22/08/2025;FAC-8;PED-4523;$ 9.000.000;Pagada;Alimentación;Electronica;Responsable 8
16/08/2025;NT00455;NIT0000000035;Kellogg;COP;18/10/2025;FAC-8;PED-4525;$ 6.300.000;Pagada;Alimentación;Electronica;Responsable 8
23/01/2022;NT00456;NIT0000000036;Southern Company;COP;10/09/2022;FAC-8;PED-4526;$ 19.800.000;Pagada;Energía;Electronica;Responsable 8
27/02/2025;NT00457;NIT0000000037;Kraft Heinz;COP;25/09/2025;FAC-8;PED-4527;$ 4.500.000;Pagada;Alimentación;Electronica;Responsable 8
21/09/2025;NT00458;NIT0000000038;G4S;COP;3/07/2025;FAC-8;PED-4528;$ 8.500.000;Pagada;Servicios Públicos;Electronica;Responsable 8
6/09/2023;NT00459;NIT0000000040;RWE;COP;6/09/2024;FAC-8;PED-4530;$ 19.000.000;Pagada;Energía;Electronica;Responsable 8
26/10/2023;NT00460;NIT0000000041;Juan Valdez;COP;14/10/2023;FAC-8;PED-4531;$ 4.200.000;Pagada;Consultoría;Electronica;Responsable 8
19/04/2025;NT00461;NIT0000000042;Compass Group;COP;30/10/2025;FAC-8;PED-4532;$ 10.500.000;Pagada;Servicios Públicos;Electronica;Responsable 8
12/11/2025;NT00462;NIT0000000043;Serco;COP;2/10/2024;FAC-8;PED-4533;$ 9.000.000;Pagada;Servicios Públicos;Electronica;Responsable 8
14/09/2025;NT00463;NIT0000000045;NextEra Energy;COP;3/07/2024;FAC-8;PED-4535;$ 23.000.000;Pagada;Energía;Electronica;Responsable 8
2/07/2022;NT00464;NIT0000000046;Exelon;COP;18/02/2023;FAC-8;PED-4536;$ 18.700.000;Pagada;Energía;Electronica;Responsable 8
21/05/2024;NT00465;NIT0000000047;EDF;COP;5/11/2024;FAC-8;PED-4537;$ 19.200.000;Pagada;Energía;Electronica;Responsable 8
21/03/2025;NT00466;NIT0000000048;Oracle;COP;7/01/2023;FAC-8;PED-4538;$ 80.000.000;Pagada;Tecnologia;Electronica;Responsable 8
18/01/2022;NT00467;NIT0000000049;Starbucks;COP;15/04/2022;FAC-8;PED-4539;$ 5.500.000;Pagada;Consultoría;Electronica;Responsable 8
26/01/2024;NT00468;NIT0000000050;Accenture;COP;17/03/2023;FAC-8;PED-4540;$ 95.000.000;Pagada;Servicios;Electronica;Responsable 8
1/04/2025;NT00469;NIT0000000051;Mondelez;COP;4/06/2022;FAC-8;PED-4541;$ 6.900.000;Pagada;Alimentación;Electronica;Responsable 8
1/10/2022;NT00470;NIT0000000052;KPMG;COP;2/06/2025;FAC-8;PED-4542;$ 30.000.000;Pagada;Servicios;Electronica;Responsable 8
19/07/2022;NT00471;NIT0000000053;Cisco;COP;14/05/2023;FAC-8;PED-4543;$ 35.000.000;Pagada;Tecnologia;Electronica;Responsable 8
10/12/2022;NT00472;NIT0000000056;Burger King;COP;12/02/2023;FAC-8;PED-4546;$ 135.000.000;Pagada;Consultoría;Electronica;Responsable 8
2/04/2023;NT00473;NIT0000000057;KFC;COP;23/03/2024;FAC-8;PED-4547;$ 114.000.000;Pagada;Consultoría;Electronica;Responsable 8
8/10/2022;NT00474;NIT0000000058;Capgemini;COP;29/08/2024;FAC-8;PED-4548;$ 80.000.000;Pagada;Servicios;Electronica;Responsable 8
7/10/2024;NT00475;NIT0000000059;Amazon;COP;12/11/2022;FAC-8;PED-4549;$ 22.000.000;Pagada;Tecnologia;Electronica;Responsable 8
10/10/2022;NT00476;NIT0000000060;Tostao;COP;29/10/2024;FAC-8;PED-4550;$ 7.600.000;Pagada;Consultoría;Electronica;Responsable 8
16/06/2024;NT00477;NIT0000000061;McDonald's;COP;7/09/2023;FAC-8;PED-4551;$ 60.000.000;Pagada;Consultoría;Electronica;Responsable 8
30/12/2022;NT00478;NIT0000000062;Bain;COP;20/04/2024;FAC-8;PED-4552;$ 140.000.000;Pagada;Servicios;Electronica;Responsable 8
25/04/2022;NT00479;NIT0000000063;Procter & Gamble;COP;26/11/2023;FAC-8;PED-4553;$ 7.200.000;Pagada;Alimentación;Electronica;Responsable 8
11/09/2024;NT00480;NIT0000000064;Securitas;COP;8/07/2022;FAC-8;PED-4554;$ 8.700.000;Pagada;Servicios Públicos;Electronica;Responsable 8
4/11/2023;NT00481;NIT0000000065;Crepes & Waffles;COP;24/07/2025;FAC-8;PED-4555;$ 7.500.000;Pagada;Consultoría;Electronica;Responsable 8
9/03/2022;NT00482;NIT0000000066;SAP;COP;4/05/2023;FAC-8;PED-4556;$ 240.000.000;Pagada;Tecnologia;Electronica;Responsable 8
20/02/2025;NT00483;NIT0000000067;Mitie;COP;17/07/2023;FAC-8;PED-4557;$ 7.500.000;Pagada;Servicios Públicos;Electronica;Responsable 8
30/09/2024;NT00484;NIT0000000068;EY;COP;12/02/2022;FAC-8;PED-4558;$ 35.000.000;Pagada;Servicios;Electronica;Responsable 8
23/12/2023;NT00485;NIT0000000069;BCG;COP;21/01/2024;FAC-8;PED-4559;$ 145.000.000;Pagada;Servicios;Electronica;Responsable 8
31/10/2024;NT00486;NIT0000000070;Google;COP;9/04/2022;FAC-8;PED-4560;$ 15.000.000;Pagada;Tecnologia;Electronica;Responsable 8
29/02/2024;NT00487;NIT0000000001;ABM;COP;8/10/2022;FAC-9;PED-4561;$ 6.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
30/07/2024;NT00488;NIT0000000002;Subway;COP;3/04/2023;FAC-9;PED-4562;$ 27.000.000;Pendiente;Consultoría;Fisica;Responsable 9
30/06/2023;NT00489;NIT0000000003;Sodexo;COP;19/03/2023;FAC-9;PED-4563;$ 11.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
31/08/2023;NT00490;NIT0000000005;ISS;COP;5/12/2024;FAC-9;PED-4565;$ 9.800.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
11/10/2023;NT00491;NIT0000000006;Rentokil;COP;11/01/2024;FAC-9;PED-4566;$ 1.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
30/04/2022;NT00492;NIT0000000008;IBM;COP;25/01/2023;FAC-9;PED-4568;$ 50.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
12/07/2023;NT00493;NIT0000000009;Oma;COP;18/10/2022;FAC-9;PED-4569;$ 6.400.000;Pendiente;Consultoría;Fisica;Responsable 9
1/09/2022;NT00494;NIT0000000010;Deloitte;COP;22/09/2023;FAC-9;PED-4570;$ 40.000.000;Pendiente;Servicios;Fisica;Responsable 9
28/11/2023;NT00495;NIT0000000011;Apple;COP;22/05/2023;FAC-9;PED-4571;$ 45.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
22/12/2025;NT00496;NIT0000000012;Intel;COP;25/07/2024;FAC-9;PED-4572;$ 32.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
24/11/2024;NT00497;NIT0000000013;General Mills;COP;7/06/2023;FAC-9;PED-4573;$ 6.500.000;Pendiente;Alimentación;Fisica;Responsable 9
8/07/2022;NT00498;NIT0000000014;Unilever;COP;3/06/2025;FAC-9;PED-4574;$ 8.200.000;Pendiente;Alimentación;Fisica;Responsable 9
11/11/2024;NT00499;NIT0000000015;Dunkin Donuts;COP;4/09/2025;FAC-9;PED-4575;$ 70.000.000;Pendiente;Consultoría;Fisica;Responsable 9
11/09/2025;NT00500;NIT0000000017;Aramark;COP;1/02/2023;FAC-9;PED-4577;$ 12.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
21/06/2022;NT00501;NIT0000000018;E.ON;COP;5/03/2025;FAC-9;PED-4578;$ 18.000.000;Pendiente;Energía;Fisica;Responsable 9
12/10/2024;NT00502;NIT0000000020;Iberdrola;COP;11/01/2025;FAC-9;PED-4580;$ 17.500.000;Pendiente;Energía;Fisica;Responsable 9
17/01/2025;NT00503;NIT0000000021;Engie;COP;8/05/2022;FAC-9;PED-4581;$ 22.000.000;Pendiente;Energía;Fisica;Responsable 9
3/07/2022;NT00504;NIT0000000023;TCS;COP;15/10/2022;FAC-9;PED-4583;$ 120.000.000;Pendiente;Servicios;Fisica;Responsable 9
19/03/2024;NT00505;NIT0000000024;PepsiCo;COP;29/11/2023;FAC-9;PED-4584;$ 7.000.000;Pendiente;Alimentación;Fisica;Responsable 9
4/05/2024;NT00506;NIT0000000027;Duke Energy;COP;8/06/2022;FAC-9;PED-4587;$ 21.500.000;Pendiente;Energía;Fisica;Responsable 9
27/03/2024;NT00507;NIT0000000028;McKinsey;COP;24/08/2025;FAC-9;PED-4588;$ 150.000.000;Pendiente;Servicios;Fisica;Responsable 9
24/05/2023;NT00508;NIT0000000029;Danone;COP;3/11/2023;FAC-9;PED-4589;$ 5.800.000;Pendiente;Alimentación;Fisica;Responsable 9
26/11/2025;NT00509;NIT0000000030;Facebook;COP;27/04/2025;FAC-9;PED-4590;$ 5.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
5/12/2022;NT00510;NIT0000000031;Microsoft;COP;17/12/2023;FAC-9;PED-4591;$ 18.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
6/06/2024;NT00511;NIT0000000032;Enel;COP;12/08/2025;FAC-9;PED-4592;$ 20.000.000;Pendiente;Energía;Fisica;Responsable 9
10/11/2025;NT00512;NIT0000000033;Coca-Cola;COP;24/10/2022;FAC-9;PED-4593;$ 27.000.000;Pendiente;Alimentación;Fisica;Responsable 9
30/05/2025;NT00513;NIT0000000035;Kellogg;COP;20/08/2024;FAC-9;PED-4595;$ 18.900.000;Pendiente;Alimentación;Fisica;Responsable 9
17/12/2024;NT00514;NIT0000000036;Southern Company;COP;28/01/2023;FAC-9;PED-4596;$ 19.800.000;Pendiente;Energía;Fisica;Responsable 9
11/09/2023;NT00515;NIT0000000037;Kraft Heinz;COP;29/11/2023;FAC-9;PED-4597;$ 18.000.000;Pendiente;Alimentación;Fisica;Responsable 9
2/12/2023;NT00516;NIT0000000038;G4S;COP;9/12/2025;FAC-9;PED-4598;$ 8.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
20/04/2024;NT00517;NIT0000000040;RWE;COP;24/10/2022;FAC-9;PED-4600;$ 19.000.000;Pendiente;Energía;Fisica;Responsable 9
30/01/2023;NT00518;NIT0000000041;Juan Valdez;COP;27/09/2022;FAC-9;PED-4601;$ 4.200.000;Pendiente;Consultoría;Fisica;Responsable 9
26/07/2023;NT00519;NIT0000000042;Compass Group;COP;4/02/2022;FAC-9;PED-4602;$ 10.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
9/03/2022;NT00520;NIT0000000043;Serco;COP;18/04/2025;FAC-9;PED-4603;$ 9.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
